ORG_NAME,Part of OrgUnit,Standard Geographical Classification,ORG_UNIT,YEAR,Population,SOURCE,Data Source ID,ENERGY_TYPE,SUB_SECTOR,CONNECTION_TOTAL,CONSUMPTION_TOTAL,kWh,GJ,Emissions (tonnes CO2e),Emissions (tonnes CO2e) per capita,Unnamed: 13,sort_key,ORG_Block
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2020,18767,Estimate-Heating Oil,11190,OIL,Res,1,10313,2864767,10313,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2019,18629,Estimate-Heating Oil,11190,OIL,Res,1,16917,4699203,16917,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2018,18523,Estimate-Heating Oil,11190,OIL,Res,1,16366,4546076,16366,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2017,18347,Estimate-Heating Oil,11190,OIL,Res,1,17002,4722842,17002,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2016,18284,Estimate-Heating Oil,11190,OIL,Res,1,20655,5737637,20655,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2015,17950,Estimate-Heating Oil,11190,OIL,Res,1,23746,6596123,23746,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2014,17712,Estimate-Heating Oil,11190,OIL,Res,1,25658,7127339,25658,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2013,17725,Estimate-Heating Oil,11190,OIL,Res,1,29538,8205118,29538,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2012,17882,Estimate-Heating Oil,11190,OIL,Res,1,33611,9336339,33611,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2010,18095,Estimate-Heating Oil,11190,OIL,Res,1,46764,12990055,46764,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2007,17981,Estimate-Heating Oil,11190,OIL,Res,1,74321,20644643,74321,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2022,19243,Estimate-Propane,11190,DPRO,Res,1,4488,1246541,4488,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2021,18938,Estimate-Propane,11190,DPRO,Res,1,4358,1210474,4358,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2020,18767,Estimate-Propane,11190,DPRO,Res,1,2851,791829,2851,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2019,18629,Estimate-Propane,11190,DPRO,Res,1,4095,1137548,4095,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2018,18523,Estimate-Propane,11190,DPRO,Res,1,4572,1270014,4572,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2017,18347,Estimate-Propane,11190,DPRO,Res,1,2469,685841,2469,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2016,18284,Estimate-Propane,11190,DPRO,Res,1,2556,710117,2556,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2015,17950,Estimate-Propane,11190,DPRO,Res,1,3198,888280,3198,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2014,17712,Estimate-Propane,11190,DPRO,Res,1,2835,787489,2835,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2013,17725,Estimate-Propane,11190,DPRO,Res,1,4119,1144105,4119,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2012,17882,Estimate-Propane,11190,DPRO,Res,1,4312,1197809,4312,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2010,18095,Estimate-Propane,11190,DPRO,Res,1,5939,1649736,5939,W,,,1,2
Port Alberni,Alberni-Clayoquot Regional District,23008,5923008,2007,17981,Estimate-Propane,11190,DPRO,Res,1,6113,1698069,6113,W,,,1,2
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2022,2685,BC Hydro,11080,ELEC,Res,1383,24552895,24552895,88390,282,0.105,2022ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2022,2685,BC Hydro,11080,ELEC,CSMI,385,21694069,21694069,78099,249,0.093,2022ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2022,2685,BC Hydro,11080,ELEC,MIXED,4,411528,411528,1482,5,0.002,2022ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2021,2664,BC Hydro,10080,ELEC,Res,1352,23959044,23959044,86253,232,0.087,2021ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2021,2664,BC Hydro,10080,ELEC,CSMI,378,20400172,20400172,73441,198,0.074,2021ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2021,2664,BC Hydro,10080,ELEC,MIXED,4,417829,417829,1504,4,0.002,2021ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2020,2619,BC Hydro,9080,ELEC,Res,14,171413,171413,617,2,0.001,2020ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2020,2619,BC Hydro,9080,ELEC,CSMI,386,20119061,20119061,72429,185,0.071,2020ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2019,2519,BC Hydro,8080,ELEC,Res,1313,20582756,20582756,74098,154,0.061,2019ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2019,2519,BC Hydro,8080,ELEC,CSMI,384,19974781,19974781,71909,150,0.059,2019ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2018,2321,BC Hydro,7080,ELEC,Res,1297,20239412,20239412,72862,156,0.067,2018ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2018,2321,BC Hydro,7080,ELEC,CSMI,371,20468260,20468260,73686,158,0.068,2018ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2017,2210,BC Hydro,6080,ELEC,Res,1277,20501843,20501843,73807,207,0.094,2017ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2017,2210,BC Hydro,6080,ELEC,CSMI,373,20070990,20070990,72256,203,0.092,2017ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2016,2080,BC Hydro,5080,ELEC,Res,1244,19303520,19303520,69493,249,0.120,2016ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2016,2080,BC Hydro,5080,ELEC,CSMI,360,19698433,19698433,70914,254,0.122,2016ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2015,2063,BC Hydro,4080,ELEC,Res,1215,17833506,17833506,64201,269,0.131,2015ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2015,2063,BC Hydro,4080,ELEC,CSMI,343,19244106,19244106,69279,291,0.141,2015ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2014,2046,BC Hydro,3080,ELEC,Res,1200,17252746,17252746,62110,364,0.178,2014ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2014,2046,BC Hydro,3080,ELEC,CSMI,339,18900830,18900830,68043,399,0.195,2014ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2013,1978,BC Hydro,2580,ELEC,Res,1192,18019571,18019571,64870,458,0.231,2013ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2013,1978,BC Hydro,2580,ELEC,CSMI,339,18459650,18459650,66455,469,0.237,2013ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2012,1972,BC Hydro,2080,ELEC,Res,1169,18894044,18894044,68019,555,0.282,2012ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2012,1972,BC Hydro,2080,ELEC,CSMI,342,19224111,19224111,69207,565,0.287,2012ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2010,1899,BC Hydro,1080,ELEC,Res,1152,18704879,18704879,67338,552,0.291,2010ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2010,1899,BC Hydro,1080,ELEC,CSMI,332,18793188,18793188,67655,554,0.292,2010ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2007,1722,BC Hydro,80,ELEC,Res,1084,18331953,18331953,65995,541,0.314,2007ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2007,1722,BC Hydro,80,ELEC,CSMI,301,17664640,17664640,63593,521,0.303,2007ELECkWh,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2022,2685,Fortis RNG,11020,RNG,Res,0,0,0,0,0,0.000,2022RNGGJ,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2022,2685,Fortis RNG,11020,RNG,CSMI,0,0,0,0,0,0.000,2022RNGGJ,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2022,2685,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2021,2664,Estimate-Wood,11190,WOOD,Res,1,W,,,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2020,2619,Estimate-Wood,11190,WOOD,Res,1,15146,4207123,15146,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2019,2519,Estimate-Wood,11190,WOOD,Res,1,3653,1014754,3653,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2018,2321,Estimate-Wood,11190,WOOD,Res,1,3589,997024,3589,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2017,2210,Estimate-Wood,11190,WOOD,Res,1,3573,992376,3573,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2016,2080,Estimate-Wood,11190,WOOD,Res,1,2130,591562,2130,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2015,2063,Estimate-Wood,11190,WOOD,Res,1,3125,867932,3125,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2014,2046,Estimate-Wood,11190,WOOD,Res,1,4923,1367454,4923,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2013,1978,Estimate-Wood,11190,WOOD,Res,1,4942,1372805,4942,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2012,1972,Estimate-Wood,11190,WOOD,Res,1,3969,1102465,3969,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2010,1899,Estimate-Wood,11190,WOOD,Res,1,3273,909223,3273,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2007,1722,Estimate-Wood,11190,WOOD,Res,1,6719,1866271,6719,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2022,2685,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2021,2664,Estimate-Heating Oil,11190,OIL,Res,1,W,,,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2020,2619,Estimate-Heating Oil,11190,OIL,Res,1,3384,940058,3384,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2019,2519,Estimate-Heating Oil,11190,OIL,Res,1,1078,299567,1078,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2018,2321,Estimate-Heating Oil,11190,OIL,Res,1,1008,279986,1008,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2017,2210,Estimate-Heating Oil,11190,OIL,Res,1,977,271358,977,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2016,2080,Estimate-Heating Oil,11190,OIL,Res,1,868,241068,868,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2015,2063,Estimate-Heating Oil,11190,OIL,Res,1,1739,483047,1739,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2014,2046,Estimate-Heating Oil,11190,OIL,Res,1,2652,736757,2652,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2013,1978,Estimate-Heating Oil,11190,OIL,Res,1,2748,763442,2748,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2012,1972,Estimate-Heating Oil,11190,OIL,Res,1,2250,624945,2250,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2010,1899,Estimate-Heating Oil,11190,OIL,Res,1,2223,617450,2223,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2007,1722,Estimate-Heating Oil,11190,OIL,Res,1,4561,1267070,4561,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2022,2685,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2021,2664,Estimate-Propane,11190,DPRO,Res,1,W,,,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2020,2619,Estimate-Propane,11190,DPRO,Res,1,935,259834,935,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2019,2519,Estimate-Propane,11190,DPRO,Res,1,261,72517,261,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2018,2321,Estimate-Propane,11190,DPRO,Res,1,282,78218,282,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2017,2210,Estimate-Propane,11190,DPRO,Res,1,142,39406,142,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2016,2080,Estimate-Propane,11190,DPRO,Res,1,107,29836,107,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2015,2063,Estimate-Propane,11190,DPRO,Res,1,234,65050,234,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2014,2046,Estimate-Propane,11190,DPRO,Res,1,293,81403,293,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2013,1978,Estimate-Propane,11190,DPRO,Res,1,383,106453,383,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2012,1972,Estimate-Propane,11190,DPRO,Res,1,289,80177,289,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2010,1899,Estimate-Propane,11190,DPRO,Res,1,282,78416,282,W,,,1,3
Tofino,Alberni-Clayoquot Regional District,23025,5923025,2007,1722,Estimate-Propane,11190,DPRO,Res,1,375,104219,375,W,,,1,3
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2022,2273,BC Hydro,11080,ELEC,Res,1306,18100767,18100767,65163,208,0.092,2022ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2022,2273,BC Hydro,11080,ELEC,CSMI,308,20038579,20038579,72139,230,0.101,2022ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2022,2273,BC Hydro,11080,ELEC,MIXED,5,260828,260828,939,3,0.001,2022ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2021,2179,BC Hydro,10080,ELEC,Res,1286,17546366,17546366,63167,170,0.078,2021ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2021,2179,BC Hydro,10080,ELEC,CSMI,305,20571163,20571163,74056,200,0.092,2021ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2021,2179,BC Hydro,10080,ELEC,MIXED,5,242925,242925,875,2,0.001,2021ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2020,2060,BC Hydro,9080,ELEC,Res,11,4080086,4080086,14688,38,0.018,2020ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2020,2060,BC Hydro,9080,ELEC,CSMI,311,19451865,19451865,70027,179,0.087,2020ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2019,1941,BC Hydro,8080,ELEC,Res,1214,15053718,15053718,54193,113,0.058,2019ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2019,1941,BC Hydro,8080,ELEC,CSMI,309,20326524,20326524,73175,152,0.079,2019ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2018,1881,BC Hydro,7080,ELEC,Res,1188,14636717,14636717,52692,113,0.060,2018ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2018,1881,BC Hydro,7080,ELEC,CSMI,309,20470098,20470098,73692,158,0.084,2018ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2017,1920,BC Hydro,6080,ELEC,Res,1159,14944701,14944701,53801,151,0.079,2017ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2017,1920,BC Hydro,6080,ELEC,CSMI,309,20223012,20223012,72803,204,0.106,2017ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2016,1808,BC Hydro,5080,ELEC,Res,1133,13847995,13847995,49853,179,0.099,2016ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2016,1808,BC Hydro,5080,ELEC,CSMI,308,20338614,20338614,73219,262,0.145,2016ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2015,1701,BC Hydro,4080,ELEC,Res,1117,13028339,13028339,46902,197,0.116,2015ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2015,1701,BC Hydro,4080,ELEC,CSMI,299,17974734,17974734,64709,271,0.160,2015ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2014,1649,BC Hydro,3080,ELEC,Res,1107,13091504,13091504,47129,276,0.168,2014ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2014,1649,BC Hydro,3080,ELEC,CSMI,295,18341314,18341314,66029,387,0.235,2014ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2013,1697,BC Hydro,2580,ELEC,Res,1097,13867960,13867960,49925,352,0.208,2013ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2013,1697,BC Hydro,2580,ELEC,CSMI,293,17350831,17350831,62463,441,0.260,2013ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2012,1642,BC Hydro,2080,ELEC,Res,1091,14605982,14605982,52582,429,0.262,2012ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2012,1642,BC Hydro,2080,ELEC,CSMI,294,18740284,18740284,67465,551,0.336,2012ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2010,1652,BC Hydro,1080,ELEC,Res,1078,14135902,14135902,50889,417,0.252,2010ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2010,1652,BC Hydro,1080,ELEC,CSMI,284,18420915,18420915,66315,543,0.329,2010ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2007,1471,BC Hydro,80,ELEC,Res,999,14050761,14050761,50583,414,0.282,2007ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2007,1471,BC Hydro,80,ELEC,CSMI,257,14983674,14983674,53941,442,0.300,2007ELECkWh,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2022,2273,Fortis RNG,11020,RNG,Res,0,0,0,0,0,0.000,2022RNGGJ,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2022,2273,Fortis RNG,11020,RNG,CSMI,0,0,0,0,0,0.000,2022RNGGJ,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2022,2273,Estimate-Wood,11190,WOOD,Res,1,3821,1061289,3821,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2021,2179,Estimate-Wood,11190,WOOD,Res,1,3770,1047094,3770,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2020,2060,Estimate-Wood,11190,WOOD,Res,1,12401,3444695,12401,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2019,1941,Estimate-Wood,11190,WOOD,Res,1,6026,1673956,6026,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2018,1881,Estimate-Wood,11190,WOOD,Res,1,6222,1728387,6222,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2017,1920,Estimate-Wood,11190,WOOD,Res,1,6570,1824945,6570,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2016,1808,Estimate-Wood,11190,WOOD,Res,1,5082,1411616,5082,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2015,1701,Estimate-Wood,11190,WOOD,Res,1,4698,1304886,4698,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2014,1649,Estimate-Wood,11190,WOOD,Res,1,5614,1559412,5614,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2013,1697,Estimate-Wood,11190,WOOD,Res,1,5320,1477841,5320,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2012,1642,Estimate-Wood,11190,WOOD,Res,1,4474,1242904,4474,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2010,1652,Estimate-Wood,11190,WOOD,Res,1,4026,1118242,4026,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2007,1471,Estimate-Wood,11190,WOOD,Res,1,5156,1432115,5156,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2022,2273,Estimate-Heating Oil,11190,OIL,Res,1,626,174017,626,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2021,2179,Estimate-Heating Oil,11190,OIL,Res,1,833,231332,833,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2020,2060,Estimate-Heating Oil,11190,OIL,Res,1,2771,769697,2771,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2019,1941,Estimate-Heating Oil,11190,OIL,Res,1,1779,494170,1779,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2018,1881,Estimate-Heating Oil,11190,OIL,Res,1,1747,485368,1747,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2017,1920,Estimate-Heating Oil,11190,OIL,Res,1,1796,499017,1796,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2016,1808,Estimate-Heating Oil,11190,OIL,Res,1,2071,575248,2071,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2015,1701,Estimate-Heating Oil,11190,OIL,Res,1,2614,726233,2614,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2014,1649,Estimate-Heating Oil,11190,OIL,Res,1,3025,840181,3025,W,,,1,4
Ucluelet,Alberni-Clayoquot Regional District,23019,5923019,2013,1697,Estimate-Heating Oil,11190,OIL,Res,1,2959,821855,2959,W,,,1,4
